Name,Description,Group,DataSource,DataSource2,DataType,Address,Address2,Address3,InitialValue,Boolean_Invert,Integer_WordsCount,Analog_minRaw,Analog_maxRaw,Analog_minEng,Analog_maxEng,Analog_Engunit,Alm_Enable,Alm_Comment,Alm_Enable_LL,Alm_Enable_Lo,Alm_Enable_Hi,Alm_Enable_HH,Alm_Enable_OverRange,Alm_Enable_UnderRange,Alm_LL_lim,Alm_Lo_lim,Alm_Hi_lim,Alm_HH_lim,Alm_LL_Pri,Alm_Lo_Pri,Alm_Hi_Pri,Alm_HiHi_Pri,Alm_OverRange_Pri,Alm_UnderRange_Pri,Alm_LL_Delay,Alm_Lo_Delay,Alm_Hi_Delay,Alm_HH_Delay,Alm_OverRange_Delay,Alm_UnderRange_Delay,Alm_LL_DeaBand,Alm_Lo_DeaBand,Alm_Hi_DeaBand,Alm_HiHi_DeaBand,Alm_OverRange_DeaBand,Alm_UnderRange_DeaBand,Alm_AlarmOrEvent,Alm_Bool_WhileTrue,Alm_Bool_Delay,Alm_Bool_Count,Alm_Bool_Pri,Alm_Page,Alm_LL_Desc,Alm_Lo_Desc,Alm_Hi_Desc,Alm_HH_Desc,Alm_Bool_Desc,Alm_Collections,Log_Enable,Log_Model,Log_Model2,Integration_Enable,Integration_Model,Integration_Model2,AccessLevel,Class_Name,Object_Name,User_Def_1,User_Def_2,User_Def_3,User_Def_4,User_Def_5,User_Def_6,User_Def_7,User_Def_8,User_Def_9,User_Def_10,User_Def_11,User_Def_12,CopyTo
ACC1.ReportSensorData_Sensor_1_SensorType_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_SensorType_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_1_CurrentStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_CurrentStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_1_FilterStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_FilterStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_1_TimeUnits_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_TimeUnits_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_1_AnalogSensorMode_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_AnalogSensorMode_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_1_LastReading_Status,,ACC1,ACC1,,Integer,C_76_Sensor_1_LastReading_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_SensorLocation_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_SensorLocation_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_LastReportedClickStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_LastReportedClickStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_DefaultStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_DefaultStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_SensorDecoderPort_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_SensorDecoderPort_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_SensorDecoderAddress_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_SensorDecoderAddress_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_DomId_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_DomId_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_ADValue_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_ADValue_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_SensorType_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_SensorType_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_CurrentStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_CurrentStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_FilterStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_FilterStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_TimeUnits_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_TimeUnits_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_AnalogSensorMode_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_AnalogSensorMode_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_2_LastReading_Status,,ACC1,ACC1,,Integer,C_76_Sensor_2_LastReading_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_SensorLocation_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_SensorLocation_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_LastReportedClickStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_LastReportedClickStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_DefaultStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_DefaultStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_SensorDecoderPort_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_SensorDecoderPort_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_SensorDecoderAddress_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_SensorDecoderAddress_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_DomId_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_DomId_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_ADValue_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_ADValue_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_SensorType_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_SensorType_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_CurrentStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_CurrentStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_FilterStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_FilterStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_TimeUnits_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_TimeUnits_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_AnalogSensorMode_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_AnalogSensorMode_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_3_LastReading_Status,,ACC1,ACC1,,Integer,C_76_Sensor_3_LastReading_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_SensorLocation_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_SensorLocation_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_LastReportedClickStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_LastReportedClickStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_DefaultStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_DefaultStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_SensorDecoderPort_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_SensorDecoderPort_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_SensorDecoderAddress_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_SensorDecoderAddress_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_DomId_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_DomId_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_ADValue_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_ADValue_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_SensorType_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_SensorType_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_CurrentStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_CurrentStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_FilterStatus_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_FilterStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_TimeUnits_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_TimeUnits_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_AnalogSensorMode_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_AnalogSensorMode_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_Sensor_4_LastReading_Status,,ACC1,ACC1,,Integer,C_76_Sensor_4_LastReading_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportSensorData_ErrorStatus,,ACC1,ACC1,,Boolean,C_76_ErrorStatus,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_SolarSyncRevision_Status,,ACC1,ACC1,,Integer,C_A1_SolarSyncRevision_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_OneHrTmpRaw_Status,,ACC1,ACC1,,Integer,C_A1_OneHrTmpRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_OneHrSolRaw_Status,,ACC1,ACC1,,Integer,C_A1_OneHrSolRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_SevenPointFiveMTmpRaw_Status,,ACC1,ACC1,,Integer,C_A1_SevenPointFiveMTmpRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_SevenPointFiveMSolRaw_Status,,ACC1,ACC1,,Integer,C_A1_SevenPointFiveMSolRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_LastTmpRaw_Status,,ACC1,ACC1,,Integer,C_A1_LastTmpRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_LastSolRaw_Status,,ACC1,ACC1,,Integer,C_A1_LastSolRaw_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_OneHrTmpCalc_Status,,ACC1,ACC1,,Integer,C_A1_OneHrTmpCalc_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_OneHrSolCalc_Status,,ACC1,ACC1,,Integer,C_A1_OneHrSolCalc_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_SevenPointFiveMTmpCalc_Status,,ACC1,ACC1,,Integer,C_A1_SevenPointFiveMTmpCalc_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_SevenPointFiveMSolCalc_Status,,ACC1,ACC1,,Integer,C_A1_SevenPointFiveMSolCalc_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ACC1.ReportLatestWeatherSensorReadings_LastTmpCalc_Status,,ACC1,ACC1,,Integer,C_A1_LastTmpCalc_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
